day eternity:600 replacement_initial_a:0.06 replacement_final_a:0 number_of_contact_events_per_day_a:20 pre_active_state_duration_1:2 pre_active_state_duration_2:2 active_state_duration_1:3 active_state_duration_2:0 transmission_probability_1_a:0.03 transmission_probability_2_a:0.045 days before configuration switch: 0 number_of_contact_events_per_day_b:0 replacement_initial_b:0 replacement_final_b:0 transmission_probability_1_b:0 transmission_probability_2_b:0;;;;;;;;;;
day; p_triggered; p_initial; p_active_1; p_triggered_1; p_active_2; p_triggered_2; strain2%; max_triggered; max_triggered_1; max_triggered_2
139;0.017226;0.708076;0.0400371;0.017226;0;0;0;0.0237362;0.0237362;0
140;0.017269;0.708322;0.0401219;0.017269;0;0;0;0.0237362;0.0237362;0
141;0.0173128;0.70851;0.0402119;0.0173128;0;0;0;0.0237362;0.0237362;0
142;0.0173571;0.708642;0.0403062;0.0173571;0;0;0;0.0237362;0.0237362;0
143;0.0174018;0.708722;0.0404041;0.0174018;0;0;0;0.0237362;0.0237362;0
144;0.0174464;0.708752;0.0405047;0.0174464;0;0;0;0.0237362;0.0237362;0
145;0.0174908;0.708736;0.0406073;0.0174908;0;0;0;0.0237362;0.0237362;0
146;0.0175346;0.708678;0.0407111;0.0175346;0;0;0;0.0237362;0.0237362;0
147;0.0175778;0.708579;0.0408156;0.0175778;0;0;0;0.0237362;0.0237362;0
148;0.01762;0.708444;0.0409201;0.01762;0;0;0;0.0237362;0.0237362;0
149;0.0176611;0.708277;0.0410239;0.0176611;0;0;0;0.0237362;0.0237362;0
150;0.0177009;0.708079;0.0411265;0.0177009;0;0;0;0.0237362;0.0237362;0
151;0.0177393;0.707855;0.0412274;0.0177393;0;0;0;0.0237362;0.0237362;0
152;0.0177761;0.707608;0.0413262;0.0177761;0;0;0;0.0237362;0.0237362;0
153;0.0178113;0.70734;0.0414224;0.0178113;0;0;0;0.0237362;0.0237362;0
154;0.0178447;0.707055;0.0415155;0.0178447;0;0;0;0.0237362;0.0237362;0
155;0.0178762;0.706755;0.0416053;0.0178762;0;0;0;0.0237362;0.0237362;0
156;0.0179058;0.706444;0.0416914;0.0179058;0;0;0;0.0237362;0.0237362;0
157;0.0179335;0.706124;0.0417736;0.0179335;0;0;0;0.0237362;0.0237362;0
158;0.0179591;0.705798;0.0418517;0.0179591;0;0;0;0.0237362;0.0237362;0
159;0.0179827;0.705467;0.0419254;0.0179827;0;0;0;0.0237362;0.0237362;0
160;0.0180043;0.705135;0.0419946;0.0180043;0;0;0;0.0237362;0.0237362;0
161;0.0180239;0.704803;0.0420592;0.0180239;0;0;0;0.0237362;0.0237362;0
162;0.0180415;0.704473;0.0421192;0.0180415;0;0;0;0.0237362;0.0237362;0
163;0.0180571;0.704147;0.0421744;0.0180571;0;0;0;0.0237362;0.0237362;0
164;0.0180708;0.703828;0.0422248;0.0180708;0;0;0;0.0237362;0.0237362;0
165;0.0180826;0.703516;0.0422706;0.0180826;0;0;0;0.0237362;0.0237362;0
166;0.0180926;0.703212;0.0423117;0.0180926;0;0;0;0.0237362;0.0237362;0
167;0.0181009;0.702918;0.0423481;0.0181009;0;0;0;0.0237362;0.0237362;0
168;0.0181074;0.702636;0.0423801;0.0181074;0;0;0;0.0237362;0.0237362;0
169;0.0181124;0.702365;0.0424077;0.0181124;0;0;0;0.0237362;0.0237362;0
170;0.0181158;0.702108;0.042431;0.0181158;0;0;0;0.0237362;0.0237362;0
171;0.0181178;0.701863;0.0424502;0.0181178;0;0;0;0.0237362;0.0237362;0
172;0.0181185;0.701633;0.0424655;0.0181185;0;0;0;0.0237362;0.0237362;0
173;0.0181179;0.701417;0.042477;0.0181179;0;0;0;0.0237362;0.0237362;0
174;0.0181162;0.701216;0.042485;0.0181162;0;0;0;0.0237362;0.0237362;0
175;0.0181134;0.70103;0.0424897;0.0181134;0;0;0;0.0237362;0.0237362;0
176;0.0181096;0.700858;0.0424912;0.0181096;0;0;0;0.0237362;0.0237362;0
177;0.0181049;0.700702;0.0424898;0.0181049;0;0;0;0.0237362;0.0237362;0
178;0.0180995;0.70056;0.0424857;0.0180995;0;0;0;0.0237362;0.0237362;0
179;0.0180934;0.700433;0.0424791;0.0180934;0;0;0;0.0237362;0.0237362;0
180;0.0180866;0.700321;0.0424702;0.0180866;0;0;0;0.0237362;0.0237362;0
181;0.0180794;0.700222;0.0424593;0.0180794;0;0;0;0.0237362;0.0237362;0
182;0.0180717;0.700137;0.0424465;0.0180717;0;0;0;0.0237362;0.0237362;0
183;0.0180636;0.700065;0.0424322;0.0180636;0;0;0;0.0237362;0.0237362;0
184;0.0180553;0.700006;0.0424164;0.0180553;0;0;0;0.0237362;0.0237362;0
185;0.0180467;0.699959;0.0423994;0.0180467;0;0;0;0.0237362;0.0237362;0
186;0.0180381;0.699923;0.0423813;0.0180381;0;0;0;0.0237362;0.0237362;0
187;0.0180293;0.699899;0.0423625;0.0180293;0;0;0;0.0237362;0.0237362;0
188;0.0180205;0.699884;0.042343;0.0180205;0;0;0;0.0237362;0.0237362;0
189;0.0180117;0.699879;0.0423229;0.0180117;0;0;0;0.0237362;0.0237362;0
190;0.0180031;0.699884;0.0423026;0.0180031;0;0;0;0.0237362;0.0237362;0
191;0.0179945;0.699896;0.0422821;0.0179945;0;0;0;0.0237362;0.0237362;0
192;0.0179862;0.699916;0.0422615;0.0179862;0;0;0;0.0237362;0.0237362;0
193;0.017978;0.699943;0.042241;0.017978;0;0;0;0.0237362;0.0237362;0
194;0.0179701;0.699976;0.0422207;0.0179701;0;0;0;0.0237362;0.0237362;0
195;0.0179625;0.700015;0.0422008;0.0179625;0;0;0;0.0237362;0.0237362;0
196;0.0179552;0.700059;0.0421812;0.0179552;0;0;0;0.0237362;0.0237362;0
197;0.0179482;0.700107;0.0421622;0.0179482;0;0;0;0.0237362;0.0237362;0
198;0.0179416;0.700159;0.0421437;0.0179416;0;0;0;0.0237362;0.0237362;0
199;0.0179353;0.700214;0.0421259;0.0179353;0;0;0;0.0237362;0.0237362;0
200;0.0179294;0.700272;0.0421088;0.0179294;0;0;0;0.0237362;0.0237362;0
201;0.0179239;0.700332;0.0420925;0.0179239;0;0;0;0.0237362;0.0237362;0
202;0.0179188;0.700393;0.042077;0.0179188;0;0;0;0.0237362;0.0237362;0
203;0.0179141;0.700455;0.0420623;0.0179141;0;0;0;0.0237362;0.0237362;0
204;0.0179097;0.700518;0.0420486;0.0179097;0;0;0;0.0237362;0.0237362;0
205;0.0179058;0.700581;0.0420357;0.0179058;0;0;0;0.0237362;0.0237362;0
206;0.0179022;0.700644;0.0420237;0.0179022;0;0;0;0.0237362;0.0237362;0
207;0.017899;0.700707;0.0420126;0.017899;0;0;0;0.0237362;0.0237362;0
208;0.0178962;0.700768;0.0420025;0.0178962;0;0;0;0.0237362;0.0237362;0
209;0.0178938;0.700828;0.0419933;0.0178938;0;0;0;0.0237362;0.0237362;0
210;0.0178917;0.700887;0.0419849;0.0178917;0;0;0;0.0237362;0.0237362;0
211;0.0178899;0.700944;0.0419775;0.0178899;0;0;0;0.0237362;0.0237362;0
212;0.0178885;0.700998;0.0419709;0.0178885;0;0;0;0.0237362;0.0237362;0
213;0.0178874;0.701051;0.0419652;0.0178874;0;0;0;0.0237362;0.0237362;0
214;0.0178865;0.701102;0.0419603;0.0178865;0;0;0;0.0237362;0.0237362;0
215;0.017886;0.701149;0.0419562;0.017886;0;0;0;0.0237362;0.0237362;0
216;0.0178857;0.701195;0.0419529;0.0178857;0;0;0;0.0237362;0.0237362;0
217;0.0178857;0.701237;0.0419503;0.0178857;0;0;0;0.0237362;0.0237362;0
218;0.0178858;0.701277;0.0419483;0.0178858;0;0;0;0.0237362;0.0237362;0
219;0.0178862;0.701314;0.0419471;0.0178862;0;0;0;0.0237362;0.0237362;0
220;0.0178868;0.701349;0.0419464;0.0178868;0;0;0;0.0237362;0.0237362;0
221;0.0178876;0.70138;0.0419463;0.0178876;0;0;0;0.0237362;0.0237362;0
222;0.0178885;0.701409;0.0419467;0.0178885;0;0;0;0.0237362;0.0237362;0
223;0.0178896;0.701435;0.0419477;0.0178896;0;0;0;0.0237362;0.0237362;0
224;0.0178908;0.701458;0.0419491;0.0178908;0;0;0;0.0237362;0.0237362;0
225;0.0178921;0.701478;0.0419509;0.0178921;0;0;0;0.0237362;0.0237362;0
226;0.0178935;0.701496;0.041953;0.0178935;0;0;0;0.0237362;0.0237362;0
227;0.0178949;0.701512;0.0419555;0.0178949;0;0;0;0.0237362;0.0237362;0
228;0.0178965;0.701524;0.0419583;0.0178965;0;0;0;0.0237362;0.0237362;0
229;0.017898;0.701535;0.0419613;0.017898;0;0;0;0.0237362;0.0237362;0
