day eternity:600 replacement_initial_a:0.12 replacement_final_a:0 number_of_contact_events_per_day:20 pre_active_state_duration_1:3 pre_active_state_duration_2:3 active_state_duration_1:4 active_state_duration_2:0 transmission_probability_1_a:0.03 transmission_probability_2_a:0 days before configuration switch: 0 replacement_initial_b:0 replacement_final_b:0 transmission_probability_1_b:0 transmission_probability_2_b:0;;;;;;;;;;
day ; p_triggered; p_initial; p_active_1; p_triggered_1; p_active_2; p_triggered_2; strain2%; max_triggered; max_triggered_1; max_triggered_2
183;0.013934;0.896366;0.0256992;0.013934;0;0;0;0.013934;0.013934;0
184;0.0141327;0.89467;0.0261117;0.0141327;0;0;0;0.0141327;0.0141327;0
185;0.0143296;0.89298;0.026522;0.0143296;0;0;0;0.0143296;0.0143296;0
186;0.0145244;0.891298;0.0269298;0.0145244;0;0;0;0.0145244;0.0145244;0
187;0.014717;0.889625;0.0273348;0.014717;0;0;0;0.014717;0.014717;0
188;0.0149074;0.887963;0.0277367;0.0149074;0;0;0;0.0149074;0.0149074;0
189;0.0150954;0.886312;0.0281353;0.0150954;0;0;0;0.0150954;0.0150954;0
190;0.0152809;0.884673;0.0285302;0.0152809;0;0;0;0.0152809;0.0152809;0
191;0.0154638;0.883049;0.0289211;0.0154638;0;0;0;0.0154638;0.0154638;0
192;0.0156439;0.881439;0.0293079;0.0156439;0;0;0;0.0156439;0.0156439;0
193;0.0158212;0.879845;0.0296902;0.0158212;0;0;0;0.0158212;0.0158212;0
194;0.0159956;0.878268;0.0300678;0.0159956;0;0;0;0.0159956;0.0159956;0
195;0.016167;0.876709;0.0304404;0.016167;0;0;0;0.016167;0.016167;0
196;0.0163353;0.875169;0.0308079;0.0163353;0;0;0;0.0163353;0.0163353;0
197;0.0165005;0.873648;0.03117;0.0165005;0;0;0;0.0165005;0.0165005;0
198;0.0166625;0.872148;0.0315266;0.0166625;0;0;0;0.0166625;0.0166625;0
199;0.0168212;0.870669;0.0318774;0.0168212;0;0;0;0.0168212;0.0168212;0
200;0.0169766;0.869212;0.0322222;0.0169766;0;0;0;0.0169766;0.0169766;0
201;0.0171286;0.867778;0.032561;0.0171286;0;0;0;0.0171286;0.0171286;0
202;0.0172772;0.866367;0.0328935;0.0172772;0;0;0;0.0172772;0.0172772;0
203;0.0174224;0.864981;0.0332197;0.0174224;0;0;0;0.0174224;0.0174224;0
204;0.0175641;0.863619;0.0335393;0.0175641;0;0;0;0.0175641;0.0175641;0
205;0.0177023;0.862283;0.0338524;0.0177023;0;0;0;0.0177023;0.0177023;0
206;0.0178371;0.860971;0.0341587;0.0178371;0;0;0;0.0178371;0.0178371;0
207;0.0179684;0.859687;0.0344583;0.0179684;0;0;0;0.0179684;0.0179684;0
208;0.0180962;0.858428;0.0347511;0.0180962;0;0;0;0.0180962;0.0180962;0
209;0.0182205;0.857196;0.0350369;0.0182205;0;0;0;0.0182205;0.0182205;0
210;0.0183414;0.855991;0.0353159;0.0183414;0;0;0;0.0183414;0.0183414;0
211;0.0184588;0.854813;0.0355878;0.0184588;0;0;0;0.0184588;0.0184588;0
212;0.0185728;0.853663;0.0358529;0.0185728;0;0;0;0.0185728;0.0185728;0
213;0.0186834;0.85254;0.0361109;0.0186834;0;0;0;0.0186834;0.0186834;0
214;0.0187906;0.851445;0.036362;0.0187906;0;0;0;0.0187906;0.0187906;0
215;0.0188945;0.850377;0.0366062;0.0188945;0;0;0;0.0188945;0.0188945;0
216;0.0189952;0.849336;0.0368434;0.0189952;0;0;0;0.0189952;0.0189952;0
217;0.0190925;0.848323;0.0370738;0.0190925;0;0;0;0.0190925;0.0190925;0
218;0.0191867;0.847338;0.0372974;0.0191867;0;0;0;0.0191867;0.0191867;0
219;0.0192778;0.84638;0.0375143;0.0192778;0;0;0;0.0192778;0.0192778;0
220;0.0193657;0.845448;0.0377244;0.0193657;0;0;0;0.0193657;0.0193657;0
221;0.0194507;0.844544;0.037928;0.0194507;0;0;0;0.0194507;0.0194507;0
222;0.0195326;0.843666;0.0381251;0.0195326;0;0;0;0.0195326;0.0195326;0
223;0.0196117;0.842814;0.0383157;0.0196117;0;0;0;0.0196117;0.0196117;0
224;0.0196879;0.841989;0.0385001;0.0196879;0;0;0;0.0196879;0.0196879;0
225;0.0197613;0.841189;0.0386782;0.0197613;0;0;0;0.0197613;0.0197613;0
226;0.019832;0.840414;0.0388503;0.019832;0;0;0;0.019832;0.019832;0
227;0.0199;0.839664;0.0390163;0.0199;0;0;0;0.0199;0.0199;0
228;0.0199655;0.838939;0.0391765;0.0199655;0;0;0;0.0199655;0.0199655;0
229;0.0200284;0.838238;0.0393309;0.0200284;0;0;0;0.0200284;0.0200284;0
230;0.0200889;0.837561;0.0394798;0.0200889;0;0;0;0.0200889;0.0200889;0
231;0.020147;0.836906;0.0396231;0.020147;0;0;0;0.020147;0.020147;0
232;0.0202028;0.836275;0.0397611;0.0202028;0;0;0;0.0202028;0.0202028;0
233;0.0202563;0.835665;0.0398939;0.0202563;0;0;0;0.0202563;0.0202563;0
234;0.0203077;0.835078;0.0400216;0.0203077;0;0;0;0.0203077;0.0203077;0
235;0.020357;0.834512;0.0401443;0.020357;0;0;0;0.020357;0.020357;0
236;0.0204042;0.833966;0.0402622;0.0204042;0;0;0;0.0204042;0.0204042;0
237;0.0204494;0.833441;0.0403755;0.0204494;0;0;0;0.0204494;0.0204494;0
238;0.0204928;0.832935;0.0404842;0.0204928;0;0;0;0.0204928;0.0204928;0
239;0.0205342;0.832449;0.0405885;0.0205342;0;0;0;0.0205342;0.0205342;0
240;0.0205739;0.831981;0.0406886;0.0205739;0;0;0;0.0205739;0.0205739;0
241;0.0206119;0.831531;0.0407845;0.0206119;0;0;0;0.0206119;0.0206119;0
242;0.0206483;0.831099;0.0408764;0.0206483;0;0;0;0.0206483;0.0206483;0
243;0.020683;0.830684;0.0409645;0.020683;0;0;0;0.020683;0.020683;0
244;0.0207162;0.830286;0.0410488;0.0207162;0;0;0;0.0207162;0.0207162;0
245;0.0207479;0.829904;0.0411295;0.0207479;0;0;0;0.0207479;0.0207479;0
246;0.0207781;0.829537;0.0412067;0.0207781;0;0;0;0.0207781;0.0207781;0
247;0.0208071;0.829186;0.0412806;0.0208071;0;0;0;0.0208071;0.0208071;0
248;0.0208346;0.828849;0.0413512;0.0208346;0;0;0;0.0208346;0.0208346;0
249;0.020861;0.828526;0.0414187;0.020861;0;0;0;0.020861;0.020861;0
250;0.0208861;0.828217;0.0414832;0.0208861;0;0;0;0.0208861;0.0208861;0
251;0.02091;0.827921;0.0415448;0.02091;0;0;0;0.02091;0.02091;0
252;0.0209329;0.827637;0.0416036;0.0209329;0;0;0;0.0209329;0.0209329;0
253;0.0209546;0.827366;0.0416597;0.0209546;0;0;0;0.0209546;0.0209546;0
254;0.0209753;0.827107;0.0417133;0.0209753;0;0;0;0.0209753;0.0209753;0
255;0.0209951;0.826859;0.0417644;0.0209951;0;0;0;0.0209951;0.0209951;0
256;0.0210139;0.826622;0.0418132;0.0210139;0;0;0;0.0210139;0.0210139;0
257;0.0210318;0.826396;0.0418596;0.0210318;0;0;0;0.0210318;0.0210318;0
258;0.0210488;0.826179;0.0419039;0.0210488;0;0;0;0.0210488;0.0210488;0
259;0.0210651;0.825973;0.0419462;0.0210651;0;0;0;0.0210651;0.0210651;0
260;0.0210805;0.825776;0.0419864;0.0210805;0;0;0;0.0210805;0.0210805;0
261;0.0210952;0.825587;0.0420247;0.0210952;0;0;0;0.0210952;0.0210952;0
262;0.0211091;0.825408;0.0420612;0.0211091;0;0;0;0.0211091;0.0211091;0
263;0.0211224;0.825236;0.0420959;0.0211224;0;0;0;0.0211224;0.0211224;0
264;0.021135;0.825073;0.0421289;0.021135;0;0;0;0.021135;0.021135;0
265;0.021147;0.824917;0.0421604;0.021147;0;0;0;0.021147;0.021147;0
266;0.0211584;0.824769;0.0421903;0.0211584;0;0;0;0.0211584;0.0211584;0
267;0.0211692;0.824627;0.0422187;0.0211692;0;0;0;0.0211692;0.0211692;0
268;0.0211795;0.824493;0.0422458;0.0211795;0;0;0;0.0211795;0.0211795;0
269;0.0211893;0.824364;0.0422715;0.0211893;0;0;0;0.0211893;0.0211893;0
270;0.0211985;0.824242;0.0422959;0.0211985;0;0;0;0.0211985;0.0211985;0
271;0.0212074;0.824126;0.0423192;0.0212074;0;0;0;0.0212074;0.0212074;0
272;0.0212157;0.824015;0.0423412;0.0212157;0;0;0;0.0212157;0.0212157;0
273;0.0212236;0.823909;0.0423622;0.0212236;0;0;0;0.0212236;0.0212236;0
274;0.0212312;0.823809;0.0423821;0.0212312;0;0;0;0.0212312;0.0212312;0
275;0.0212383;0.823714;0.042401;0.0212383;0;0;0;0.0212383;0.0212383;0
276;0.0212451;0.823623;0.042419;0.0212451;0;0;0;0.0212451;0.0212451;0
277;0.0212515;0.823537;0.042436;0.0212515;0;0;0;0.0212515;0.0212515;0
278;0.0212576;0.823455;0.0424522;0.0212576;0;0;0;0.0212576;0.0212576;0
279;0.0212634;0.823377;0.0424676;0.0212634;0;0;0;0.0212634;0.0212634;0
280;0.0212689;0.823303;0.0424821;0.0212689;0;0;0;0.0212689;0.0212689;0
281;0.0212741;0.823232;0.042496;0.0212741;0;0;0;0.0212741;0.0212741;0
282;0.021279;0.823165;0.0425091;0.021279;0;0;0;0.021279;0.021279;0
283;0.0212836;0.823102;0.0425215;0.0212836;0;0;0;0.0212836;0.0212836;0
284;0.0212881;0.823042;0.0425333;0.0212881;0;0;0;0.0212881;0.0212881;0
285;0.0212923;0.822984;0.0425445;0.0212923;0;0;0;0.0212923;0.0212923;0
286;0.0212962;0.82293;0.0425551;0.0212962;0;0;0;0.0212962;0.0212962;0
287;0.0213;0.822878;0.0425651;0.0213;0;0;0;0.0213;0.0213;0
288;0.0213035;0.822829;0.0425746;0.0213035;0;0;0;0.0213035;0.0213035;0
